employee_id|birth_date|first_name|last_name|gender|hire_date|leaving_date
EMP-0059|1968-10-12 00:00:00|Kylynn|Sampson|F|2004-08-02 00:00:00|2007-05-02 00:00:00
EMP-0061|1973-12-24 00:00:00|Maggy|Jacobs|F|2004-10-06 00:00:00|2009-12-29 00:00:00
EMP-0154|1976-10-26 00:00:00|Fatima|Crane|F|2007-07-24 00:00:00|2010-06-17 00:00:00
EMP-0318|1978-10-18 00:00:00|Elmo|Mcclain|M|2012-07-18 00:00:00|
EMP-0137|1963-12-01 00:00:00|Fulton|Farrell|M|2007-01-15 00:00:00|2011-05-13 00:00:00
EMP-0152|1971-03-21 00:00:00|Ashely|Duran|F|2007-06-18 00:00:00|2013-09-11 00:00:00
EMP-0160|1968-11-29 00:00:00|Magee|Cannon|M|2007-09-10 00:00:00|2009-10-20 00:00:00
EMP-0219|1985-02-17 00:00:00|Calvin|Mack|M|2009-05-08 00:00:00|2014-03-17 00:00:00
EMP-0007|1968-12-28 00:00:00|Ivy|Richards|F|2002-07-01 00:00:00|2009-10-06 00:00:00
EMP-0208|1970-04-17 00:00:00|Kirk|Hobbs|M|2009-02-04 00:00:00|
EMP-0158|1963-09-24 00:00:00|Ivan|Thornton|M|2007-08-28 00:00:00|
EMP-0099|1974-07-31 00:00:00|Emery|Santiago|M|2006-01-20 00:00:00|2014-01-16 00:00:00
EMP-0317|1985-02-15 00:00:00|Ferdinand|Jefferson|M|2012-07-11 00:00:00|2016-02-16 00:00:00
EMP-0441|1990-01-20 00:00:00|Len|Downs|M|2016-06-14 00:00:00|
EMP-0308|1969-04-24 00:00:00|Clare|Clayton|F|2012-03-22 00:00:00|
EMP-0234|1982-08-27 00:00:00|Quemby|Atkinson|F|2009-12-01 00:00:00|
EMP-0207|1976-06-23 00:00:00|Keefe|Colon|M|2009-01-05 00:00:00|
EMP-0300|1968-02-25 00:00:00|John|Goodwin|M|2011-12-15 00:00:00|
EMP-0117|1971-08-08 00:00:00|Moses|Suarez|M|2006-07-05 00:00:00|2009-12-28 00:00:00
EMP-0273|1986-11-10 00:00:00|Brian|Morrison|M|2011-03-02 00:00:00|2014-05-12 00:00:00
EMP-0018|1968-02-25 00:00:00|Gil|Newman|M|2002-07-01 00:00:00|2010-03-31 00:00:00
EMP-0429|1991-03-12 00:00:00|Talon|Cohen|M|2016-02-24 00:00:00|
EMP-0424|1982-12-04 00:00:00|Barbara|Phelps|F|2016-01-06 00:00:00|
EMP-0344|1981-02-11 00:00:00|Gillian|Franco|F|2013-07-16 00:00:00|
EMP-0139|1970-02-13 00:00:00|Tobias|Nichols|M|2007-01-29 00:00:00|2013-12-31 00:00:00
EMP-0039|1977-02-23 00:00:00|Baxter|Morin|M|2004-01-06 00:00:00|2012-12-24 00:00:00
EMP-0290|1977-01-26 00:00:00|Nero|Owens|M|2011-07-15 00:00:00|2016-05-23 00:00:00
EMP-0046|1959-06-08 00:00:00|Aaron|Olson|M|2004-03-22 00:00:00|2008-01-14 00:00:00
EMP-0222|1979-03-26 00:00:00|Asher|Sparks|M|2009-05-22 00:00:00|
EMP-0415|1978-09-18 00:00:00|Sierra|Webb|F|2015-07-10 00:00:00|
EMP-0076|1969-05-29 00:00:00|Rhona|Frederick|F|2005-04-06 00:00:00|2008-03-17 00:00:00
EMP-0177|1981-01-14 00:00:00|Haviva|Harper|F|2008-02-27 00:00:00|
EMP-0358|1972-04-20 00:00:00|Vance|Butler|M|2004-12-30 00:00:00|
EMP-0322|1974-07-29 00:00:00|Jameson|Mullins|M|2012-09-19 00:00:00|
EMP-0030|1969-02-14 00:00:00|Stephanie|Hatfield|F|2003-08-21 00:00:00|2010-11-03 00:00:00
EMP-0278|1981-06-09 00:00:00|Harrison|Levy|M|2011-04-18 00:00:00|2015-05-15 00:00:00
EMP-0320|1985-12-20 00:00:00|Len|Fisher|M|2012-08-15 00:00:00|
EMP-0440|1990-12-09 00:00:00|Denton|Love|M|2016-05-26 00:00:00|
EMP-0319|1975-06-16 00:00:00|Rahim|Wilkinson|M|2012-08-13 00:00:00|
EMP-0249|1978-11-04 00:00:00|Brendan|Hull|M|2010-07-27 00:00:00|
EMP-0069|1972-05-05 00:00:00|Eaton|Franklin|M|2004-12-06 00:00:00|2013-12-13 00:00:00
EMP-0227|1982-11-15 00:00:00|Giacomo|Hanson|M|2009-07-17 00:00:00|2012-09-05 00:00:00
EMP-0443|1988-01-02 00:00:00|Desirae|Miles|F|2016-08-17 00:00:00|
EMP-0457|1991-05-04 00:00:00|Murphy|Mathews|M|2016-12-23 00:00:00|
EMP-0045|1959-09-18 00:00:00|Quin|Delacruz|F|2004-03-09 00:00:00|2015-07-03 00:00:00
EMP-0022|1977-10-23 00:00:00|Cara|Workman|F|2002-07-01 00:00:00|2012-02-15 00:00:00
EMP-0422|1980-01-21 00:00:00|Wyoming|Rasmussen|F|2015-12-29 00:00:00|
EMP-0231|1984-05-02 00:00:00|Jayme|Contreras|F|2009-09-22 00:00:00|
EMP-0427|1980-03-25 00:00:00|Wanda|Griffith|F|2016-01-25 00:00:00|
EMP-0247|1981-08-31 00:00:00|Gray|Kennedy|M|2010-07-09 00:00:00|
EMP-0114|1981-10-06 00:00:00|Ryder|Burton|M|2006-06-01 00:00:00|2013-04-25 00:00:00
EMP-0294|1982-11-12 00:00:00|Elijah|Stephenson|M|2011-10-20 00:00:00|
EMP-0021|1977-12-23 00:00:00|Sharon|Juarez|F|2002-07-01 00:00:00|2014-10-02 00:00:00
EMP-0260|1984-09-01 00:00:00|Hedley|Mccarty|M|2010-12-01 00:00:00|2011-06-07 00:00:00
EMP-0453|1979-12-02 00:00:00|Linus|Ayala|M|2016-11-11 00:00:00|
EMP-0091|1971-04-24 00:00:00|Orli|Higgins|F|2005-09-05 00:00:00|2014-02-25 00:00:00
EMP-0143|1982-10-29 00:00:00|Zenia|Reid|F|2007-03-05 00:00:00|2011-07-13 00:00:00
EMP-0203|1971-11-20 00:00:00|Basil|Estes|M|2008-11-28 00:00:00|
EMP-0255|1982-06-02 00:00:00|Aristotle|Cooley|M|2010-09-16 00:00:00|2016-01-27 00:00:00
EMP-0166|1978-05-18 00:00:00|Deacon|Anderson|M|2007-11-12 00:00:00|2011-11-22 00:00:00
EMP-0237|1976-01-29 00:00:00|Carla|Morton|F|2010-02-10 00:00:00|2016-02-26 00:00:00
EMP-0365|1977-10-10 00:00:00|Tatiana|Frost|F|2014-01-30 00:00:00|
EMP-0029|1973-01-09 00:00:00|Reuben|Henderson|M|2003-08-04 00:00:00|2014-04-16 00:00:00
EMP-0055|1970-09-05 00:00:00|Burton|Drake|M|2004-06-16 00:00:00|2015-11-16 00:00:00
EMP-0335|1968-12-08 00:00:00|Ulric|Bradford|M|2013-02-14 00:00:00|
EMP-0012|1968-05-09 00:00:00|Lester|Rush|M|2002-07-01 00:00:00|2011-08-19 00:00:00
EMP-0096|1965-11-11 00:00:00|Evan|Coleman|M|2005-12-01 00:00:00|
EMP-0145|1971-10-20 00:00:00|Berk|Bonner|M|2007-03-27 00:00:00|2014-01-03 00:00:00
EMP-0101|1977-04-22 00:00:00|Miranda|Reed|F|2006-01-30 00:00:00|2011-06-03 00:00:00
EMP-0428|1973-12-25 00:00:00|Lucy|Padilla|F|2016-02-03 00:00:00|
EMP-0034|1964-08-06 00:00:00|Olivia|Bush|F|2003-09-25 00:00:00|2011-06-22 00:00:00
EMP-0303|1968-02-07 00:00:00|Ralph|Silva|M|2012-01-25 00:00:00|
EMP-0201|1969-05-12 00:00:00|Wilma|Joyner|F|2008-10-29 00:00:00|
EMP-0244|1980-01-08 00:00:00|Leroy|Trevino|M|2010-06-10 00:00:00|2012-11-28 00:00:00
EMP-0436|1990-05-10 00:00:00|Isabella|Mcdaniel|F|2016-04-08 00:00:00|
EMP-0161|1980-06-25 00:00:00|Igor|Riddle|M|2007-09-17 00:00:00|2015-10-01 00:00:00
EMP-0002|1958-10-08 00:00:00|Lareina|Stafford|F|2002-07-01 00:00:00|2013-07-05 00:00:00
EMP-0104|1981-06-04 00:00:00|Lee|Mccarty|M|2006-03-15 00:00:00|2015-05-18 00:00:00
EMP-0388|1975-01-13 00:00:00|Kenneth|Salazar|M|2014-09-30 00:00:00|2015-12-02 00:00:00
EMP-0269|1985-06-10 00:00:00|Hamilton|Craft|M|2011-01-07 00:00:00|
EMP-0003|1978-06-06 00:00:00|Oscar|Bond|M|2002-07-01 00:00:00|2005-08-05 00:00:00
EMP-0408|1984-09-06 00:00:00|Wallace|Frederick|M|2015-04-17 00:00:00|
EMP-0079|1977-01-05 00:00:00|Odessa|Stark|F|2005-04-15 00:00:00|2010-08-31 00:00:00
EMP-0301|1972-05-04 00:00:00|Davis|Anthony|M|2011-12-20 00:00:00|
EMP-0189|1980-01-09 00:00:00|Mannix|Durham|M|2008-07-30 00:00:00|
EMP-0057|1977-09-15 00:00:00|Malik|Cantu|M|2004-07-28 00:00:00|2006-08-23 00:00:00
EMP-0384|1987-06-08 00:00:00|Xander|Rhodes|M|2014-09-04 00:00:00|
EMP-0355|1988-10-16 00:00:00|Chaim|Griffith|M|2013-11-29 00:00:00|
EMP-0129|1962-10-16 00:00:00|Ariana|Watson|F|2006-10-31 00:00:00|2015-03-05 00:00:00
EMP-0151|1967-06-15 00:00:00|Yael|Delacruz|F|2007-06-07 00:00:00|2016-01-28 00:00:00
EMP-0312|1968-08-08 00:00:00|Upton|Ruiz|M|2012-05-04 00:00:00|2016-02-29 00:00:00
EMP-0370|1973-09-01 00:00:00|William|Curry|M|2014-04-28 00:00:00|
EMP-0009|1965-07-08 00:00:00|Rudyard|York|M|2002-07-01 00:00:00|2009-08-06 00:00:00
EMP-0115|1964-09-16 00:00:00|Gillian|Robbins|F|2006-06-08 00:00:00|
EMP-0067|1976-11-25 00:00:00|Chastity|Guzman|F|2004-11-12 00:00:00|2012-03-13 00:00:00
EMP-0198|1978-06-07 00:00:00|Chancellor|Bishop|M|2008-10-17 00:00:00|2014-06-06 00:00:00
EMP-0383|1974-09-10 00:00:00|Bruno|Cooper|M|2014-09-01 00:00:00|
EMP-0119|1973-07-24 00:00:00|Dawn|Webster|F|2006-08-14 00:00:00|2010-01-14 00:00:00
EMP-0054|1979-06-16 00:00:00|Galena|Castro|F|2004-06-09 00:00:00|
EMP-0132|1970-04-12 00:00:00|Roary|Anthony|F|2006-11-27 00:00:00|
EMP-0442|1975-01-02 00:00:00|Gary|Fernandez|M|2016-08-04 00:00:00|
EMP-0375|1987-03-22 00:00:00|Caldwell|Green|M|2014-05-23 00:00:00|
EMP-0368|1978-07-22 00:00:00|Chadwick|Harrison|M|2014-03-28 00:00:00|
EMP-0450|1987-01-22 00:00:00|Fulton|Velazquez|M|2016-10-17 00:00:00|
EMP-0141|1973-10-08 00:00:00|Kylynn|Whitaker|F|2007-02-19 00:00:00|2014-10-23 00:00:00
EMP-0341|1988-09-09 00:00:00|Len|Pollard|M|2013-06-11 00:00:00|
EMP-0296|1970-10-13 00:00:00|Chancellor|Sykes|M|2011-10-26 00:00:00|
EMP-0024|1963-06-13 00:00:00|Jakeem|Norris|M|2003-07-08 00:00:00|2016-09-26 00:00:00
EMP-0072|1962-09-02 00:00:00|Camden|Copeland|M|2005-03-03 00:00:00|2011-01-20 00:00:00
EMP-0251|1984-02-27 00:00:00|Eaton|Meadows|M|2010-08-12 00:00:00|2016-01-28 00:00:00
EMP-0017|1976-06-10 00:00:00|Chaney|Odom|M|2002-07-01 00:00:00|2005-10-20 00:00:00
EMP-0197|1981-02-02 00:00:00|Elvis|Sellers|M|2008-10-02 00:00:00|
EMP-0371|1982-09-22 00:00:00|Cameron|Webb|M|2014-05-07 00:00:00|
EMP-0153|1981-02-01 00:00:00|Orlando|Rice|M|2007-06-20 00:00:00|2014-10-13 00:00:00
EMP-0245|1970-05-16 00:00:00|Vance|Raymond|M|2010-06-16 00:00:00|
EMP-0399|1982-07-26 00:00:00|Ishmael|Vang|M|2015-01-28 00:00:00|
EMP-0327|1985-01-01 00:00:00|Randall|Carpenter|M|2012-11-09 00:00:00|
EMP-0311|1984-03-23 00:00:00|Hillary|Drake|F|2012-04-30 00:00:00|
EMP-0360|1985-11-20 00:00:00|Denton|Guzman|M|2014-01-03 00:00:00|
EMP-0042|1964-08-30 00:00:00|Nehru|Brock|M|2004-02-26 00:00:00|2007-09-07 00:00:00
EMP-0256|1976-06-16 00:00:00|Dane|Mann|M|2010-09-20 00:00:00|2015-10-16 00:00:00
EMP-0193|1966-09-24 00:00:00|Angelica|Green|F|2008-09-08 00:00:00|
EMP-0277|1968-10-27 00:00:00|Chelsea|Gilliam|F|2011-03-30 00:00:00|
EMP-0334|1979-09-09 00:00:00|Lillith|Zimmerman|F|2013-02-13 00:00:00|
EMP-0068|1979-06-15 00:00:00|Aspen|Gilmore|F|2004-12-07 00:00:00|2015-08-06 00:00:00
EMP-0263|1970-08-29 00:00:00|Austin|Barber|M|2010-12-13 00:00:00|
EMP-0103|1981-02-05 00:00:00|Abbot|Cox|M|2006-03-10 00:00:00|2011-04-07 00:00:00
EMP-0204|1970-08-31 00:00:00|Shaine|Burch|F|2008-12-01 00:00:00|
EMP-0180|1976-01-21 00:00:00|Caldwell|Leonard|M|2008-04-16 00:00:00|2014-04-11 00:00:00
EMP-0016|1969-09-04 00:00:00|Marvin|Jacobs|M|2002-07-01 00:00:00|2009-10-30 00:00:00
EMP-0089|1973-02-25 00:00:00|Edan|Sykes|M|2005-08-29 00:00:00|2016-09-15 00:00:00
EMP-0243|1979-01-19 00:00:00|Lysandra|Reilly|F|2010-05-28 00:00:00|2014-08-11 00:00:00
EMP-0028|1965-05-20 00:00:00|Caldwell|Howard|M|2003-07-30 00:00:00|
EMP-0169|1975-03-27 00:00:00|Ishmael|Skinner|M|2007-12-14 00:00:00|2012-12-27 00:00:00
EMP-0454|1972-07-28 00:00:00|Carl|Sharp|M|2016-11-22 00:00:00|
EMP-0394|1974-07-23 00:00:00|Melissa|Wooten|F|2014-12-08 00:00:00|
EMP-0233|1979-04-30 00:00:00|Gray|Mcfadden|M|2009-11-12 00:00:00|2014-05-09 00:00:00
EMP-0200|1980-11-06 00:00:00|Amos|Moody|M|2008-10-24 00:00:00|
EMP-0431|1988-12-20 00:00:00|Cullen|Zimmerman|M|2016-03-02 00:00:00|
EMP-0223|1977-06-12 00:00:00|Idona|Wynn|F|2009-05-19 00:00:00|2015-11-20 00:00:00
EMP-0242|1981-06-08 00:00:00|Keane|Sharp|M|2010-05-18 00:00:00|2014-12-30 00:00:00
EMP-0027|1976-02-02 00:00:00|Samantha|Wiggins|F|2003-07-29 00:00:00|
EMP-0420|1976-01-10 00:00:00|Aurelia|Nixon|F|2015-11-05 00:00:00|
EMP-0148|1968-06-09 00:00:00|John|Smith|M|2004-12-23 00:00:00|2016-11-21 00:00:00
EMP-0439|1986-04-08 00:00:00|Sebastian|Mcleod|M|2016-05-12 00:00:00|
EMP-0414|1981-11-13 00:00:00|Margaret|Sweet|F|2015-06-26 00:00:00|
EMP-0250|1976-09-29 00:00:00|Ruby|Mays|F|2010-08-05 00:00:00|2015-07-03 00:00:00
EMP-0295|1975-12-11 00:00:00|Maris|Lynn|F|2011-10-25 00:00:00|
EMP-0389|1988-12-05 00:00:00|Shad|Duffy|M|2014-10-02 00:00:00|
EMP-0405|1970-08-02 00:00:00|Kadeem|Harrison|M|2015-03-25 00:00:00|
EMP-0116|1962-04-30 00:00:00|Lance|Henderson|M|2006-06-28 00:00:00|2015-10-27 00:00:00
EMP-0325|1987-07-12 00:00:00|Lionel|Waller|M|2012-10-12 00:00:00|
EMP-0121|1966-12-19 00:00:00|Dahlia|Blair|F|2006-08-17 00:00:00|2013-10-15 00:00:00
EMP-0066|1978-10-13 00:00:00|Adrian|Young|M|2004-11-01 00:00:00|2011-04-05 00:00:00
EMP-0150|1966-06-06 00:00:00|Lael|Barnett|F|2007-06-08 00:00:00|2013-12-02 00:00:00
EMP-0283|1971-06-17 00:00:00|Wyatt|Gibbs|M|2011-05-23 00:00:00|
EMP-0406|1977-09-18 00:00:00|Forrest|Merrill|M|2015-04-07 00:00:00|
EMP-0310|1974-07-27 00:00:00|Yoshio|Sheppard|M|2012-04-12 00:00:00|
EMP-0411|1973-10-21 00:00:00|Justin|Bernard|M|2015-06-01 00:00:00|
EMP-0444|1984-05-11 00:00:00|Kameko|Curry|F|2016-08-17 00:00:00|
EMP-0313|1980-08-11 00:00:00|Rowan|Serrano|F|2012-05-21 00:00:00|
EMP-0347|1986-06-21 00:00:00|Benedict|Mendez|M|2013-08-28 00:00:00|
EMP-0331|1973-02-10 00:00:00|Jordan|Bender|M|2012-12-05 00:00:00|
EMP-0285|1985-11-06 00:00:00|Lee|Hooper|F|2011-06-06 00:00:00|
EMP-0337|1968-12-18 00:00:00|Maxwell|Mayo|M|2013-03-14 00:00:00|
EMP-0188|1982-04-23 00:00:00|Ciaran|Ferguson|M|2008-07-08 00:00:00|
EMP-0064|1969-03-25 00:00:00|Levi|Lewis|M|2004-10-13 00:00:00|2015-07-21 00:00:00
EMP-0087|1977-12-11 00:00:00|Neville|Cooley|M|2005-08-03 00:00:00|2008-12-05 00:00:00
EMP-0056|1965-08-07 00:00:00|Sarah|Fischer|F|2004-06-29 00:00:00|2009-02-05 00:00:00
EMP-0043|1965-02-04 00:00:00|Paula|Holman|F|2004-03-05 00:00:00|2010-11-19 00:00:00
EMP-0284|1971-09-29 00:00:00|Melissa|Acevedo|F|2011-05-23 00:00:00|2013-11-11 00:00:00
EMP-0276|1967-06-24 00:00:00|Akeem|Berger|M|2011-03-29 00:00:00|
EMP-0410|1977-10-09 00:00:00|April|Baldwin|F|2015-05-28 00:00:00|
EMP-0215|1966-12-26 00:00:00|Kyla|Mcconnell|F|2009-04-14 00:00:00|2012-01-20 00:00:00
EMP-0378|1971-03-08 00:00:00|Britanney|Gordon|F|2014-06-03 00:00:00|
EMP-0130|1970-02-23 00:00:00|Ignatius|Knight|M|2006-11-10 00:00:00|
EMP-0218|1976-04-09 00:00:00|Madeline|Woodard|F|2009-05-04 00:00:00|
EMP-0013|1976-12-22 00:00:00|Ishmael|Pickett|M|2002-07-01 00:00:00|2016-01-18 00:00:00
EMP-0031|1964-08-24 00:00:00|Odysseus|Stewart|M|2003-08-25 00:00:00|
EMP-0438|1973-11-21 00:00:00|Lareina|Pacheco|F|2016-05-06 00:00:00|
EMP-0401|1980-04-13 00:00:00|Claudia|Yang|F|2015-02-04 00:00:00|
