vendor_address_id|vendor_id|vendor_name|address_no|effective_dt|address_01|city|postal|country
VDA-00598|VD-0547|Leonard, Caldwell|1|2014-01-27 00:00:00|Zugerstrasse 26|W??denswil|8820|Switzerland
VDA-00142|VD-0500|Americas Time|2|2012-07-19 00:00:00|Kapellplatz 9|Luzern|6004|Switzerland
VDA-00447|VD-0360|Payne, Henry|1|2016-01-13 00:00:00|rue de Lausanne 51|Fribourg|1700|Switzerland
VDA-00531|VD-0464|George, Bruce|1|2005-03-29 00:00:00|Singenbergstrasse 6|St. Gallen|9000|Switzerland
VDA-00722|VD-0007|Stafford, Lareina|2|2009-06-18 00:00:00|Alte Winterthurerstrasse 31|Wallisellen|8304|Switzerland
VDA-00416|VD-0325|Merrill, Forrest|1|2015-04-07 00:00:00|route de Sion 21|Sierre|3960|Switzerland
VDA-00069|VD-0452|Techmania|3|2016-01-24 00:00:00|Via Tegiatscha 17|St. Moritz|7500|Switzerland
VDA-00200|VD-0058|Alvarado, Declan|1|2006-12-22 00:00:00|Bahnhofstrasse 38|Z??rich|8001|Switzerland
VDA-00147|VD-0181|Prospect Time|1|2012-11-26 00:00:00|place du Port 1|Gen??ve|1204|Switzerland
VDA-00209|VD-0070|Clayton, Richard|1|2010-05-10 00:00:00|Bernstrasse 15|Murten|3280|Switzerland
VDA-00093|VD-0302|Time  Urban|1|2011-10-31 00:00:00|chemin de la Mousse 34|Ch??ne-Bourg|1225|Switzerland
VDA-00682|VD-0165|Newman, Gil|2|2013-04-10 00:00:00|Im Grossriet 1|Greifensee|8606|Switzerland
VDA-00319|VD-0207|Mccarty, Lee|1|2010-11-30 00:00:00|Kalanderplatz 1|Z??rich|8045|Switzerland
VDA-00621|VD-0225|Mack, Nyssa|2|2016-09-05 00:00:00|Eichholzstrasse 1|Volketswil|8604|Switzerland
VDA-00074|VD-0254|Genmex|1|2013-10-24 00:00:00|rue du Coll??ge 6|Lully VD|1132|Switzerland
VDA-00187|VD-0039|Townsend, Clayton|1|2009-04-07 00:00:00|avenue L??opold-Robert 31a|La Chaux-de-Fonds|2300|Switzerland
VDA-00431|VD-0341|Guzman, Denton|1|2014-01-03 00:00:00|rue de Com??raz 144A|Grimisuat|1971|Switzerland
VDA-00662|VD-0036|Gordon, Britanney|2|2016-07-11 00:00:00|Usterstrasse 39|D??bendorf|8600|Switzerland
VDA-00593|VD-0541|Wolf, Martina|1|2013-10-22 00:00:00|Zentralstrasse 16|Z??rich|8003|Switzerland
VDA-00146|VD-0251|District Time|1|2007-11-19 00:00:00|rue de l'Ale 20|Lausanne|1003|Switzerland
VDA-00184|VD-0036|Gordon, Britanney|1|2014-06-03 00:00:00|avenue Haldimand 3|Yverdon-les-Bains|1400|Switzerland
VDA-00732|VD-0217|Stark, Odessa|2|2014-07-22 00:00:00|Helen-Keller-Strasse 20|Z??rich|8051|Switzerland
VDA-00330|VD-0218|Pierce, Yoshio|1|2006-11-27 00:00:00|Klotenerstrasse 39|Bassersdorf|8303|Switzerland
VDA-00079|VD-0452|Techmania|4|2016-06-04 00:00:00|rue Bournot 17A|Le Locle|2400|Switzerland
VDA-00609|VD-0561|Henderson, Lance|1|2014-01-27 00:00:00|Z??richstrasse 72|Br??ttisellen|8306|Switzerland
VDA-00761|VD-0576|Strickland, Leroy|1|2015-11-18 00:00:00|Industriestrasse 29|Dietlikon|8305|Switzerland
VDA-00262|VD-0135|Hart, Moana|1|2013-12-09 00:00:00|Fluhm??hlerain 3|Luzern|6015|Switzerland
VDA-00016|VD-0434|Ultrimax|1|2012-05-23 00:00:00|rue du Rh??ne 13|Gen??ve|1204|Switzerland
VDA-00130|VD-0379|Popcorn Born|3|2016-02-13 00:00:00|Chappelmattweg 4|Merlischachen|6402|Switzerland
VDA-00368|VD-0266|Walls, Roary|1|2014-01-27 00:00:00|Neue Winterthurerstrasse 15|Bassersdorf|8303|Switzerland
VDA-00099|VD-0564|Cascade Time|4|2013-03-22 00:00:00|boulevard des Eplatures 46F|La Chaux-de-Fonds|2300|Switzerland
VDA-00008|VD-0125|Valent Technologies|1|2014-11-17 00:00:00|Niederrohrdorferstrasse 1|Fislisbach|5442|Switzerland
VDA-00515|VD-0443|Mann, Dane|1|2010-09-20 00:00:00|Schlossbergstrasse 6|Rudolfingen|8465|Switzerland
VDA-00092|VD-0120|Moving with the Times|2|2014-11-08 00:00:00|Vogelsang 2|Eich|6205|Switzerland
VDA-00299|VD-0180|Bender, Jordan|1|2012-12-05 00:00:00|Hegnaustrasse 2|Wangen b. D??bendorf|8602|Switzerland
VDA-00738|VD-0201|Fulton, Bruno|2|2016-10-30 00:00:00|Graswinkelstrasse 54|Kloten|8302|Switzerland
VDA-00261|VD-0134|Morton, Carla|1|2012-11-09 00:00:00|Florhofstrasse 13|W??denswil|8820|Switzerland
VDA-00022|VD-0101|ColorOptic|1|2011-11-09 00:00:00|Voa Principala 41|Lenzerheide/Lai|7078|Switzerland
VDA-00183|VD-0034|Downs, Len|1|2016-06-14 00:00:00|avenue Haldimand 3|Yverdon-les-Bains|1400|Switzerland
VDA-00413|VD-0322|Goodman, Camden|1|2014-11-04 00:00:00|route de la Gl??ne 107|Villars-sur-Gl??ne|1752|Switzerland
VDA-00050|VD-0023|Vibrant Time|2|2014-02-10 00:00:00|Bahnhofstrasse 18|Zug|6300|Switzerland
VDA-00057|VD-0257|SecondTime|1|2013-12-23 00:00:00|Solothurnstrasse 90|Grenchen|2540|Switzerland
VDA-00577|VD-0519|Raymond, Martha|1|2015-10-06 00:00:00|Weinbergstrasse 20|Z??rich|8001|Switzerland
VDA-00547|VD-0483|Lewis, Shelly|1|2011-07-19 00:00:00|Stauffacherstrasse 60||8004|Switzerland
VDA-00584|VD-0530|Mendez, Benedict|1|2013-08-28 00:00:00|Wieslergasse 1|Z??rich|8049|Switzerland
VDA-00243|VD-0113|Colon, Keefe|1|2009-06-15 00:00:00|Dorfplatz 1|Bassersdorf|8303|Switzerland
VDA-00098|VD-0521|NextTime|1|2011-07-29 00:00:00|Bahnhofstrasse 111|Wetzikon ZH|8620|Switzerland
VDA-00728|VD-0494|Serrano, Sara|2|2011-03-10 00:00:00|Z??richstrasse 130|D??bendorf|8600|Switzerland
VDA-00417|VD-0326|Curry, Glenna|1|2013-07-29 00:00:00|route de Villariaz 21|Vuisternens-devant-Romont|1687|Switzerland
VDA-00638|VD-0300|Parker, Erica|2|2010-12-14 00:00:00|Kirchweg 30|Volketswil|8604|Switzerland
VDA-00364|VD-0262|Booker, Catherine|1|2013-09-03 00:00:00|M??hlebachstrasse 52|Z??rich|8008|Switzerland
VDA-00467|VD-0386|Berg, Stone|1|2016-03-29 00:00:00|rue des Somm??tres 8|Saignel??gier|2350|Switzerland
VDA-00589|VD-0537|Randolph, Kellie|1|2005-10-26 00:00:00|Winterthurerstrasse 7|Bassersdorf|8303|Switzerland
VDA-00567|VD-0506|Padilla, Lucy|1|2016-02-03 00:00:00|via Buonamano 2|Ascona|6612|Switzerland
VDA-00422|VD-0332|Farrell, Fulton|1|2010-03-09 00:00:00|route du Vanel 82|Corbi??res|1647|Switzerland
VDA-00735|VD-0130|Woodard, Alana|2|2009-09-17 00:00:00|Z??richstrasse 47|N??nikon|8606|Switzerland
VDA-00267|VD-0140|Mccray, Stephen|1|2002-12-27 00:00:00|Fr??hlichstrasse 39|Z??rich|8008|Switzerland
VDA-00180|VD-0031|Workman, Elijah|1|2011-11-09 00:00:00|avenue des Alpes 56|Montreux|1820|Switzerland
VDA-00070|VD-0122|Viper Time|1|2006-09-13 00:00:00|chemin de la Baume 25|Evilard|2533|Switzerland
VDA-00367|VD-0265|Burnett, Allegra|1|2006-10-30 00:00:00|Nansenstrasse 21|Z??rich|8050|Switzerland
VDA-00635|VD-0053|Nicholson, Trevor|2|2011-01-17 00:00:00|Bachstrasse 1|Volketswil|8604|Switzerland
VDA-00502|VD-0427|Duke, Naomi|1|2015-03-06 00:00:00|Rue Neuve 1bis|Ste-Croix|1450|Switzerland
VDA-00592|VD-0540|Hooper, Hunter|1|2012-07-09 00:00:00|Zentralstrasse 129|Z??rich|8003|Switzerland
VDA-00145|VD-0379|Popcorn Born|4|2016-10-31 00:00:00|rue du Jardin 3|Le Locle|2400|Switzerland
VDA-00530|VD-0463|Atkins, Damon|1|2013-01-22 00:00:00|Singenbergstrasse 6|St. Gallen|9000|Switzerland
VDA-00097|VD-0441|Keyword Time|2|2010-03-29 00:00:00|via della Salina 1|Muralto|6600|Switzerland
VDA-00300|VD-0182|Herring, Kaseem|1|2014-05-27 00:00:00|Hermannstrasse 7|Winterthur|8400|Switzerland
VDA-00471|VD-0390|Burch, Shaine|1|2008-12-10 00:00:00|rue du Doubs 157|La Chaux-de-Fonds|2300|Switzerland
VDA-00323|VD-0211|Guthrie, Jonah|1|2005-05-19 00:00:00|Kindhausenstrasse 7||8602|Switzerland
VDA-00190|VD-0042|Barber, Austin|1|2010-12-13 00:00:00|Bahnhofplatz 5|Winterthur|8400|Switzerland
VDA-00398|VD-0305|Mcclain, Elmo|1|2012-07-18 00:00:00|R??ffelstrasse 32||8045|Switzerland
VDA-00059|VD-0172|Ebony Time|1|2011-09-05 00:00:00|place de la Tour 23|L'Abbaye|1344|Switzerland
VDA-00125|VD-0366|Nikuda|1|2013-03-26 00:00:00|Rathausgasse 10|Lenzburg|5600|Switzerland
VDA-00525|VD-0456|Christian, George|1|2006-12-13 00:00:00|Seefeldstrasse 83|Z??rich|8008|Switzerland
VDA-00061|VD-0068|Furnitech|2|2010-09-17 00:00:00|Hauptgasse 7|Lichtensteig|9620|Switzerland
VDA-00699|VD-0555|Wynn, Noel|2|2008-04-13 00:00:00|Ringstrasse 12|D??bendorf|8600|Switzerland
VDA-00342|VD-0232|Zimmerman, Charde|1|2014-01-20 00:00:00|Leonhardstrasse 34|Z??rich ETH-Zentrum|8092|Switzerland
VDA-00583|VD-0528|Reed, Miranda|1|2006-01-30 00:00:00|Wiesenweg 1|Bassersdorf|8303|Switzerland
VDA-00277|VD-0153|French, Colt|1|2015-01-14 00:00:00|Gfennstrasse 11D|D??bendorf|8600|Switzerland
VDA-00425|VD-0335|Barnett, Blossom|1|2010-07-05 00:00:00|Ruchstuckstrasse 3|Br??ttisellen|8306|Switzerland
VDA-00131|VD-0377|Time  Iron|1|2015-05-06 00:00:00|rue du Puits-Godet 6A|Neuch??tel|2000|Switzerland
VDA-00100|VD-0379|Popcorn Born|2|2015-09-04 00:00:00|Via Maistra 130|Pontresina|7504|Switzerland
VDA-00558|VD-0494|Serrano, Sara|1|2010-01-07 00:00:00|Titlisstrasse 1|Engelberg|6390|Switzerland
VDA-00527|VD-0458|Wong, Sydney|1|2009-10-19 00:00:00|Seilergraben 43|Z??rich|8001|Switzerland
VDA-00215|VD-0079|Golden, Elvis|1|2010-07-05 00:00:00|Bl??sihof 1|Winterberg|8312|Switzerland
VDA-00029|VD-0125|Valent Technologies|3|2016-07-29 00:00:00|B??lliz 57|Thun|3600|Switzerland
VDA-00346|VD-0237|Webb, Sierra|1|2015-07-10 00:00:00|Lindauerstrasse 27|Tagelswangen||
VDA-00663|VD-0222|Mckee, Harrison|2|2013-07-13 00:00:00|Oberdorfstrasse 15|D??bendorf|8600|Switzerland
VDA-00372|VD-0270|Wiley, Finn|1|2011-05-30 00:00:00|Oberdorfstrasse 16e|Z??rich|8001|Switzerland
VDA-00317|VD-0204|Morton, Ray|1|2008-06-26 00:00:00|Jurastrasse 42/48|Wettingen|5430|Switzerland
VDA-00494|VD-0419|Harrison, Chadwick|1|2014-03-28 00:00:00|rue du Tr??sor 2|Neuch??tel|2000|Switzerland
VDA-00689|VD-0497|Jefferson, Ferdinand|2|2013-11-06 00:00:00|Seidenstrasse 2|Wallisellen|8304|Switzerland
VDA-00753|VD-0568|Contreras, Myles|1|2015-03-24 00:00:00|Martplatz 5|Effretikon|8307|Switzerland
VDA-00661|VD-0009|Fletcher, Amery|2|2015-08-26 00:00:00|Grindelstrasse 20|Bassersdorf|8303|Switzerland
VDA-00405|VD-0313|Sharp, Carl|1|2016-11-22 00:00:00|Rigackerstrasse 18|Wohlen|5610|Switzerland
VDA-00408|VD-0317|Coleman, Nicholas|1|2011-06-08 00:00:00|Rindermarkt 20|Z??rich|8001|Switzerland
VDA-00151|VD-0509|Candid Time|1|2014-09-01 00:00:00|Grand Rue 52|Ch??teau-d'Oex|1660|Switzerland
VDA-00082|VD-0206|Time  Avatar|2|2016-10-04 00:00:00|rue de Lausanne 14|Gen??ve|1201|Switzerland
VDA-00618|VD-0021|Anderson, Deacon|2|2010-03-20 00:00:00|Chappelistrasse 1|Volketswil|8604|Switzerland
VDA-00564|VD-0503|Noble, Abdul|1|2009-07-27 00:00:00|Untergasse 1|B??lach|8180|Switzerland
VDA-00118|VD-0279|Semantic Time|1|2015-03-16 00:00:00|Gerechtigkeitsgasse 43|Bern|3011|Switzerland
VDA-00044|VD-0029|Midnight Time|1|2011-07-15 00:00:00|Neumarkt Oerlikon, Hofwiesenstrasse 350-354|Z??rich|8050|Switzerland
VDA-00001|VD-0513|Hourglass Etching|1|2007-12-03 00:00:00|Rennweg 7|Z??rich|8001|Switzerland
VDA-00221|VD-0085|Ortega, Leroy|1|2012-03-15 00:00:00|boulevard de P??rolles 59|Fribourg|1700|Switzerland
VDA-00686|VD-0260|Day, Magee|2|2013-05-02 00:00:00|Lindenstrasse 10|Wallisellen|8304|Switzerland
VDA-00328|VD-0216|Wilkinson, Rahim|1|2012-08-13 00:00:00|Klotenerstrasse 17|Bassersdorf|8303|Switzerland
VDA-00501|VD-0426|Pierce, Oscar|1|2011-10-24 00:00:00|rue Louis-J.-Chevrolet 46|La Chaux-de-Fonds|2300|Switzerland
VDA-00192|VD-0045|Burris, Anthony|1|2013-12-23 00:00:00|Bahnhofstrasse 151|Wetzikon|8620|Switzerland
VDA-00754|VD-0569|Hines, Richard|1|2011-07-22 00:00:00|Zurichstrasse 38|Bruttisellen|8306|Switzerland
VDA-00641|VD-0274|Carpenter, Randall|2|2014-12-05 00:00:00|Bahnhofstrasse 65|D??bendorf|8600|Switzerland
VDA-00038|VD-0407|Plasma Time|1|2011-10-17 00:00:00|via Nassa 5|Lugano|6900|Switzerland
VDA-00306|VD-0191|Salas, Alexander|1|2013-09-16 00:00:00|H??heweg 197|Interlaken|3800|Switzerland
VDA-00009|VD-0513|Hourglass Etching|3|2011-08-17 00:00:00|Steigbreitestrasse 12|Hinwil|8340|Switzerland
VDA-00168|VD-0015|Ashley, Kermit|1|2013-07-08 00:00:00|Anwandstrasse 30|Z??rich|8004|Switzerland
VDA-00324|VD-0212|Acevedo, Melissa|1|2011-05-23 00:00:00|Kirchplatz 2|Winterthur|8400|Switzerland
VDA-00291|VD-0169|Vega, Philip|1|2007-12-18 00:00:00|Hardturmstrasse 66|Z??rich|8005|Switzerland
VDA-00164|VD-0009|Fletcher, Amery|1|2014-10-20 00:00:00|Alte Winterthurerstrasse 45|N??rensdorf|8309|Switzerland
VDA-00588|VD-0535|Wooten, Melissa|1|2014-12-08 00:00:00|Winterthurerstrasse 12|Bassersdorf|8303|Switzerland
VDA-00318|VD-0205|Holcomb, Serina|1|2014-05-13 00:00:00|Kaiserstuhlerstrasse 9|Stadel b. Niederglatt|8174|Switzerland
VDA-00046|VD-0461|Zentime|3|2016-10-23 00:00:00|Bahnhofstrasse 22|Biel/Bienne|2502|Switzerland
VDA-00516|VD-0444|Kennedy, Gray|1|2010-07-09 00:00:00|Sch??nenbergstrasse 1|W??denswil|8820|Switzerland
VDA-00384|VD-0287|Shaw, Rahim|1|2014-09-09 00:00:00|place de la Fontaine 4|Peseux|2034|Switzerland
VDA-00599|VD-0548|Rasmussen, Wyoming|1|2015-12-29 00:00:00|Z??rcherstrasse 161|Frauenfeld|8500|Switzerland
VDA-00745|VD-0398|Estes, Basil|2|2010-04-23 00:00:00|Sunnetalstrasse 2a|F??llanden|8117|Switzerland
VDA-00094|VD-0527|Comet Time|1|2006-05-22 00:00:00|Bahnhofstrasse 31|K??ssnacht am Rigi|6403|Switzerland
VDA-00563|VD-0502|Black, Brennan|1|2014-03-11 00:00:00|Untere Plessurstrasse 38|Chur|7000|Switzerland
VDA-00193|VD-0047|Copeland, Camden|1|2013-04-29 00:00:00|Bahnhofstrasse 21|Effretikon|8307|Switzerland
VDA-00250|VD-0121|Norris, Jakeem|1|2010-09-06 00:00:00|Dorfstrasse 79a|Wettingen|5430|Switzerland
VDA-00045|VD-0050|Design of the Times|1|2011-02-21 00:00:00|chemin de Blandonnet 8|Vernier|1214|Switzerland
VDA-00301|VD-0184|Wilkinson, Stone|1|2014-02-27 00:00:00|Hirzenbachstrasse 102|Z??rich|8051|Switzerland
VDA-00597|VD-0546|Bradford, Ulric|1|2014-09-01 00:00:00|Zugerstrasse 23|W??denswil||
VDA-00137|VD-0299|InTime Learning|4|2007-10-22 00:00:00|Clos-Belmont 2|Gen??ve|1208|Switzerland
VDA-00648|VD-0094|Atkinson, Grace|2|2012-05-22 00:00:00|Schloss-Strasse 2|Ottikon b. Kemptthal|8307|Switzerland
VDA-00742|VD-0412|Cohen, Talon|2|2016-10-30 00:00:00|Oberfeldstrasse 12A|Kloten|8302|Switzerland
VDA-00730|VD-0463|Atkins, Damon|2|2014-11-02 00:00:00|Bruggacherstrasse 26|F??llanden|8117|Switzerland
VDA-00736|VD-0481|Lowe, Kristen|2|2016-04-23 00:00:00|Auenstrasse 4|D??bendorf|8600|Switzerland
VDA-00058|VD-0142|Saint Time|1|2008-05-02 00:00:00|Solothurnstrasse 13|Urtenen-Sch??nb??hl|3322|Switzerland
VDA-00491|VD-0416|Fischer, Sarah|1|2009-04-21 00:00:00|rue du Tertre 1|La Chaux-de-Fonds|2300|Switzerland
VDA-00551|VD-0487|Barton, Clarke|1|2014-01-28 00:00:00|Studbachstrasse 12|Hinwil|8340|Switzerland
VDA-00239|VD-0107|Franks, Colin|1|2010-08-11 00:00:00|chemin du Coteau 27|Grandson|1422|Switzerland
VDA-00068|VD-0375|Pinnacle Time|1|2006-06-12 00:00:00|Im Z??pfli 1|Luzern|6004|Switzerland
VDA-00148|VD-0185|Time  Nano|1|2011-05-06 00:00:00|rue du Pr?? au Maire 10|Les Breuleux|2345|Switzerland
VDA-00719|VD-0491|Gould, Randall|2|2016-02-23 00:00:00|Bahnhofplatz 1c|Wallisellen|8304|Switzerland
VDA-00644|VD-0255|Santana, Emmanuel|2|2013-11-30 00:00:00|Bahnstrasse 10|Schwerzenbach|8603|Switzerland
VDA-00242|VD-0111|Crawford, Carson|1|2009-05-14 00:00:00|Dietzingerstrasse 3|Z??rich|8003|Switzerland
VDA-00314|VD-0201|Fulton, Bruno|1|2016-10-25 00:00:00|Industriestrasse 26|Winterthur|8404|Switzerland
VDA-00124|VD-0432|Beyond Time|3|2007-10-07 00:00:00|rue Bubenberg 7|Biel/Bienne|2502|Switzerland
VDA-00376|VD-0277|Rasmussen, Hadassah|1|2015-03-23 00:00:00|Obere Bahnhofstrasse 10A|Affoltern am Albis|8910|Switzerland
VDA-00510|VD-0437|Hall, Jelani|1|2010-06-03 00:00:00|S??ntisstrasse 2|Dietlikon|8305|Switzerland
VDA-00077|VD-0043|Time  Council|1|2008-10-31 00:00:00|Pfistergasse 3|Luzern|6003|Switzerland
VDA-00020|VD-0014|Exotechno|1|2010-11-29 00:00:00|via Alfonso Turconi 17|Mendrisio|6850|Switzerland
VDA-00339|VD-0227|Sharp, Keane|1|2010-05-18 00:00:00|Lang??cherstrasse 3|Bellikon|5454|Switzerland
VDA-00015|VD-0290|IdiTech|1|2007-04-27 00:00:00|Aeulestrasse 2|Vaduz|9490|Switzerland
VDA-00539|VD-0474|Zimmerman, Lillith|1|2013-02-13 00:00:00|Sportplatzstrasse 4|Effretikon|8307|Switzerland
VDA-00604|VD-0556|Dodson, Portia|1|2015-06-09 00:00:00|Z??richstrasse 14|Uster|8610|Switzerland
VDA-00421|VD-0331|Rodriguez, Sade|1|2009-01-23 00:00:00|route du Chasseral 14|Estavayer-le-Lac|1470|Switzerland
VDA-00217|VD-0081|Wiggins, Samantha|1|2006-07-03 00:00:00|boulevard de P??rolles 22|Fribourg|1700|Switzerland
VDA-00025|VD-0415|NorthStar Time|2|2012-10-21 00:00:00|Kolinplatz 11|Zug|6300|Switzerland
VDA-00272|VD-0147|Watkins, Hayley|1|2011-12-27 00:00:00|Gasometerstrasse 28|Z??rich|8005|Switzerland
VDA-00627|VD-0418|Maxwell, Dustin|2|2016-05-12 00:00:00|Usterstrasse 6|Illnau|8308|Switzerland
VDA-00075|VD-0035|Velocity Time|1|2006-02-27 00:00:00|rue Louis Antille 11|Crans-Montana|3963|Switzerland
VDA-00602|VD-0551|Norris, Driscoll|1|2007-11-07 00:00:00|Z??rcherstrasse 4|Rapperswil|8640|Switzerland
VDA-00463|VD-0382|Rhodes, Xander|1|2015-08-13 00:00:00|rue des Parcs 111|Neuch??tel|2000|Switzerland
VDA-00150|VD-0552|CranialTech|1|2010-11-17 00:00:00|place de la Fusterie 5|Gen??ve|1204|Switzerland
VDA-00544|VD-0480|Morin, Baxter|1|2004-01-06 00:00:00|Stadthausstrasse 57|Winterthur|8400|Switzerland
VDA-00517|VD-0445|Frost, Tatiana|1|2014-01-30 00:00:00|Schulgasse 6|Nidau|2560|Switzerland
VDA-00526|VD-0457|Beach, Sydney|1|2011-06-22 00:00:00|Seestrasse 159a|Uster|8610|Switzerland
VDA-00018|VD-0415|NorthStar Time|1|2012-01-26 00:00:00|Hauptstrasse 54|G??ttingen|8594|Switzerland
VDA-00453|VD-0367|Pena, Germane|1|2012-10-30 00:00:00|rue de Romont 20|Fribourg|1700|Switzerland
VDA-00283|VD-0160|Irwin, Ila|1|2016-02-24 00:00:00|Grand-Rue 26|Montreux|1820|Switzerland
VDA-00005|VD-0159|Impulse Time|1|2012-11-09 00:00:00|Klosterplatz 1|Solothurn|4500|Switzerland
VDA-00469|VD-0388|Goodwin, John|1|2011-12-15 00:00:00|rue du Bourg 6|Aigle|1860|Switzerland
VDA-00704|VD-0558|Huffman, Coby|2|2016-01-26 00:00:00|Hochbordstrasse 6|D??bendorf|8600|Switzerland
VDA-00426|VD-0336|York, Ruby|1|2010-08-09 00:00:00|rue Aim??-Steinlen 7|Vevey|1800|Switzerland
VDA-00078|VD-0012|BizTech|1|2007-12-21 00:00:00|Grand-Rue 34|Reconvilier|2732|Switzerland
VDA-00210|VD-0071|Villarreal, Dustin|1|2013-03-18 00:00:00|Bernstrasse 18|Br??gg|2555|Switzerland
VDA-00298|VD-0179|Rodriquez, Yen|1|2012-12-10 00:00:00|Hauptstrasse 4|Aadorf|8355|Switzerland
VDA-00052|VD-0059|Platform Time|1|2005-09-28 00:00:00|avenue de la Gare 47|Del??mont|2800|Switzerland
VDA-00116|VD-0027|First Class|1|2011-11-09 00:00:00|Via Serlas 24|St. Moritz|7500|Switzerland
VDA-00366|VD-0264|Rodriguez, Tiger|1|2015-07-24 00:00:00|Murgtalstrasse 20|M??nchwilen|9542|Switzerland
VDA-00102|VD-0501|Sapphire Time|1|2013-04-22 00:00:00|riva Giocondo Albertolli 3|Lugano|6900|Switzerland
VDA-00123|VD-0446|Techade|1|2008-02-11 00:00:00|route de la Galaise 24|Plan-les-Ouates|1228|Switzerland
VDA-00120|VD-0342|Method Time|1|2005-09-19 00:00:00|Poststrasse 11|Utzenstorf|3427|Switzerland
VDA-00259|VD-0132|Ward, Tad|1|2014-01-30 00:00:00|Ferrachstrasse 9|R??ti|8630|Switzerland
VDA-00734|VD-0424|Cooper, Bruno|2|2016-07-15 00:00:00|Opfikonerstrasse 13|Wallisellen|8304|Switzerland
VDA-00144|VD-0152|Tuliptime Tunefest|3|2013-07-16 00:00:00|Bahnhofstrasse 41|Zermatt|3920|Switzerland
VDA-00152|VD-0173|enCycle|1|2013-11-29 00:00:00|rue du Mont-Blanc 20|Gen??ve|1201|Switzerland
VDA-00396|VD-0301|Reid, Zenia|1|2007-03-05 00:00:00|P??ntstrasse 25|Volketswil|8604|Switzerland
VDA-00625|VD-0025|Wright, Lysandra|2|2011-01-04 00:00:00|Ueberlandstrasse 255|D??bendorf|8600|Switzerland
VDA-00650|VD-0242|Rose, Zane|2|2009-03-04 00:00:00|Grabenwisstrasse 5|Volketswil|8604|Switzerland
VDA-00155|VD-0460|Technohabitat|1|2011-05-26 00:00:00|Schmittenackerstrasse 6|L??ufelfingen|4448|Switzerland
VDA-00312|VD-0197|Meadows, Eaton|1|2010-08-12 00:00:00|Industriestrasse 1|Volketswil|8604|Switzerland
VDA-00385|VD-0288|Trevino, Mufutau|1|2005-10-17 00:00:00|place des Halles 8|Neuch??tel|2000|Switzerland
VDA-00096|VD-0554|OneStop Time|1|2014-11-12 00:00:00|rue des Bossons 78-80|Petit-Lancy|1213|Switzerland
VDA-00709|VD-0443|Mann, Dane|2|2011-12-23 00:00:00|Richtiplatz 3|Wallisellen|8304|Switzerland
VDA-00562|VD-0499|Sykes, Timothy|1|2011-09-02 00:00:00|Untere Bahnhofstrasse 21|Rapperswil|8640|Switzerland
VDA-00377|VD-0278|Glover, Amos|1|2014-02-26 00:00:00|Obere Kirchgasse 10|Winterthur|8400|Switzerland
VDA-00468|VD-0387|Nelson, Penelope|1|2016-11-09 00:00:00|rue des Usines 22|Neuch??tel|2000|Switzerland
VDA-00570|VD-0510|Quinn, Robin|1|2013-05-24 00:00:00|via Pretorio 7|Lugano|6900|Switzerland
VDA-00290|VD-0168|Olson, Aaron|1|2007-06-11 00:00:00|Halle Landesmuseum|Z??rich|8001|Switzerland
VDA-00435|VD-0346|Skinner, Solomon|1|2012-01-03 00:00:00|Rue de la Charri??re 22|La Chaux-de-Fonds|2300|Switzerland
VDA-00565|VD-0504|Snow, Brody|1|2008-04-24 00:00:00|Usterstrasse 25|Bertschikon (Gossau ZH)|8614|Switzerland
VDA-00700|VD-0347|Sykes, Chancellor|2|2016-05-27 00:00:00|Neugutstrasse 90|D??bendorf|8600|Switzerland
VDA-00238|VD-0106|Paul, Drew|1|2011-08-19 00:00:00|chemin du Coin 8|Biel/Bienne|2504|Switzerland
VDA-00230|VD-0096|Ruiz, Upton|1|2012-05-04 00:00:00|Busenhardstrasse 11|Herrliberg|8704|Switzerland
VDA-00108|VD-0231|RedHot Time|1|2010-03-23 00:00:00|rue de Murat 179|Montfaucon|2362|Switzerland
VDA-00287|VD-0165|Newman, Gil|1|2011-09-09 00:00:00|Grossrietstrasse 2|N??nikon|8606|Switzerland
VDA-00505|VD-0430|Gilbert, Chava|1|2015-11-04 00:00:00|rue Principale 36|Villeret|2613|Switzerland
VDA-00140|VD-0074|Cytrex|1|2006-02-06 00:00:00|avenue Jules-Crosnier 4|Gen??ve|1206|Switzerland
VDA-00026|VD-0290|IdiTech|2|2009-03-06 00:00:00|Jupiterstrasse 14|Allschwil|4123|Switzerland
VDA-00042|VD-0316|Displaytech|1|2011-04-18 00:00:00|rue Centrale 5|Lausanne|1003|Switzerland
VDA-00188|VD-0040|Brock, Nehru|1|2005-08-08 00:00:00|B??ckerstrasse 10|Z??rich|8004|Switzerland
VDA-00729|VD-0539|Cantu, Harper|2|2008-12-07 00:00:00|Z??richstrasse 130|D??bendorf|8600|Switzerland
VDA-00006|VD-0245|Lighthouse Time|1|2013-01-03 00:00:00|Zentrum Neuwiesen, Strickerstrasse 3|Winterthur|8400|Switzerland
VDA-00304|VD-0189|Love, Denton|1|2016-05-26 00:00:00|Hofackerstrasse 13|Z??rich|8032|Switzerland
VDA-00213|VD-0075|Hanson, Sandra|1|2012-02-14 00:00:00|Bingertstrasse 8|Boppelsen|8113|Switzerland
VDA-00370|VD-0268|Ayala, Linus|1|2016-11-11 00:00:00|Neue Winterthurerstrasse 99|Wallisellen|8304|Switzerland
