account_id|vendor_id|effective_dt|iban|status
ACT-84565|VD-0204|2009-01-07 00:00:00|CH8132735136316774575|inactive
ACT-47497|VD-0412|2016-09-23 00:00:00|CH9109127128154576512|inactive
ACT-31361|VD-0171|2016-03-16 00:00:00|CH8515951536035313225|inactive
ACT-59485|VD-0135|2013-12-09 00:00:00|CH9526712961174166908|inactive
ACT-38937|VD-0458|2012-03-13 00:00:00|CH1859724235600930753|inactive
ACT-45959|VD-0562|2016-11-11 00:00:00|CH0446146633871278392|active
ACT-15339|VD-0379|2014-08-13 00:00:00|CH4205156866763773694|inactive
ACT-27813|VD-0215|2015-02-04 00:00:00|CH7858073251898745225|inactive
ACT-62334|VD-0023|2012-02-13 00:00:00|CH2452062912520399614|inactive
ACT-66514|VD-0006|2013-02-06 00:00:00|CH5368198710678303285|inactive
ACT-66470|VD-0037|2016-12-27 00:00:00|CH4901654966198657495|inactive
ACT-38477|VD-0575|2011-07-25 00:00:00|CH1085878426052805199|inactive
ACT-29594|VD-0139|2013-01-09 00:00:00|CH7752328064170829684|active
ACT-26981|VD-0272|2016-07-25 00:00:00|CH8638155948522090463|inactive
ACT-45075|VD-0126|2016-10-11 00:00:00|CH1523443268882579811|inactive
ACT-33851|VD-0408|2016-10-20 00:00:00|CH7938934315178644079|inactive
ACT-45915|VD-0424|2014-09-01 00:00:00|CH2612174146454587534|inactive
ACT-97063|VD-0360|2016-05-13 00:00:00|CH0871101623523075393|inactive
ACT-59310|VD-0291|2014-06-23 00:00:00|CH4353118631602604848|inactive
ACT-91016|VD-0483|2015-12-01 00:00:00|CH5577985563599194771|active
ACT-33620|VD-0399|2012-09-19 00:00:00|CH9656890472305401074|inactive
ACT-47452|VD-0581|2015-07-14 00:00:00|CH0877550803872500499|inactive
ACT-39031|VD-0576|2016-12-05 00:00:00|CH4104182337073366656|inactive
ACT-14722|VD-0162|2014-01-03 00:00:00|CH3570341400816317927|inactive
ACT-73413|VD-0075|2012-02-14 00:00:00|CH1839906111750815437|inactive
ACT-63101|VD-0295|2016-10-24 00:00:00|CH0964794185344751114|active
ACT-10156|VD-0547|2016-12-12 00:00:00|CH6604552643223667805|inactive
ACT-82720|VD-0270|2011-05-30 00:00:00|CH3078073233381960550|active
ACT-69068|VD-0144|2016-11-08 00:00:00|CH4552262659300045557|inactive
ACT-43772|VD-0581|2016-02-19 00:00:00|CH2942996515512723075|active
ACT-96023|VD-0075|2015-03-18 00:00:00|CH7417775081522417671|inactive
ACT-43903|VD-0211|2005-05-19 00:00:00|CH4118564898644360547|inactive
ACT-42388|VD-0505|2015-10-22 00:00:00|CH2045577639292688643|active
ACT-11548|VD-0482|2012-09-14 00:00:00|CH1372630793401603296|inactive
ACT-33783|VD-0019|2014-07-24 00:00:00|CH0774157150412610117|inactive
ACT-92384|VD-0156|2010-11-29 00:00:00|CH8110747766937829316|inactive
ACT-59249|VD-0061|2013-04-23 00:00:00|CH8346806895933178292|inactive
ACT-11540|VD-0267|2014-11-20 00:00:00|CH9755538304991825513|inactive
ACT-87847|VD-0079|2016-12-29 00:00:00|CH3693261864201206467|active
ACT-17169|VD-0280|2015-04-21 00:00:00|CH1860660628436888405|inactive
ACT-67063|VD-0248|2016-02-03 00:00:00|CH3804251747966726304|inactive
ACT-85670|VD-0535|2016-11-21 00:00:00|CH2162708571947934045|inactive
ACT-43167|VD-0109|2013-01-22 00:00:00|CH9516116264382713044|inactive
ACT-13190|VD-0111|2016-10-06 00:00:00|CH0935956013390622243|active
ACT-51920|VD-0149|2011-03-08 00:00:00|CH1074969872961572384|active
ACT-62947|VD-0109|2011-01-26 00:00:00|CH2228200331928044153|active
ACT-66521|VD-0458|2011-07-18 00:00:00|CH9689104615746621455|inactive
ACT-69373|VD-0358|2016-11-10 00:00:00|CH4021105136581413123|inactive
ACT-95124|VD-0500|2016-12-27 00:00:00|CH9467652252739966512|active
ACT-29988|VD-0027|2011-11-09 00:00:00|CH4432431524143262776|inactive
ACT-72307|VD-0033|2016-12-06 00:00:00|CH9607703871001795077|inactive
ACT-66421|VD-0031|2014-05-20 00:00:00|CH3192463738436177369|inactive
ACT-26547|VD-0254|2015-06-02 00:00:00|CH9618039950562202535|inactive
ACT-41442|VD-0421|2016-10-24 00:00:00|CH2707846143025855953|active
ACT-29095|VD-0298|2016-02-08 00:00:00|CH9365932414600253920|active
ACT-86472|VD-0318|2016-10-13 00:00:00|CH3002419003775348563|inactive
ACT-56484|VD-0064|2016-09-26 00:00:00|CH6994218142009507079|inactive
ACT-99541|VD-0542|2016-08-04 00:00:00|CH8602787904253216294|active
ACT-85741|VD-0435|2009-12-21 00:00:00|CH7658223647933238255|inactive
ACT-86997|VD-0239|2016-12-20 00:00:00|CH5117061963031396896|inactive
ACT-37117|VD-0506|2016-12-07 00:00:00|CH1601992109038662134|inactive
ACT-24226|VD-0581|2010-05-25 00:00:00|CH6886978822366326506|inactive
ACT-39153|VD-0068|2012-10-10 00:00:00|CH3977200312470279209|inactive
ACT-14370|VD-0155|2016-09-20 00:00:00|CH7306761210383769876|inactive
ACT-75931|VD-0530|2013-08-28 00:00:00|CH8312200820705410112|inactive
ACT-26999|VD-0330|2010-10-19 00:00:00|CH5176993241417377190|inactive
ACT-15815|VD-0303|2015-12-30 00:00:00|CH3335210559784384402|inactive
ACT-54498|VD-0152|2016-09-01 00:00:00|CH4154911007648432776|active
ACT-69260|VD-0181|2016-11-04 00:00:00|CH8616261051059395320|active
ACT-98529|VD-0114|2016-09-06 00:00:00|CH4615634861191005570|active
ACT-99513|VD-0446|2008-02-11 00:00:00|CH4322973609602984445|inactive
ACT-18786|VD-0222|2016-12-23 00:00:00|CH1127656795738296809|active
ACT-84271|VD-0582|2014-03-20 00:00:00|CH9681610501955543047|active
ACT-28720|VD-0213|2013-01-17 00:00:00|CH1750292580499717375|inactive
ACT-96518|VD-0478|2016-03-15 00:00:00|CH0940394097071888384|inactive
ACT-39162|VD-0576|2016-02-29 00:00:00|CH6496241771445086129|inactive
ACT-81942|VD-0276|2016-02-15 00:00:00|CH8445257080470551433|inactive
ACT-87397|VD-0072|2014-10-09 00:00:00|CH6214429259959265278|active
ACT-66749|VD-0424|2015-01-05 00:00:00|CH0775562526081844286|inactive
ACT-22046|VD-0369|2014-10-02 00:00:00|CH2650181350201619028|inactive
ACT-12351|VD-0318|2016-12-14 00:00:00|CH8255420605101925213|active
ACT-53502|VD-0415|2015-07-30 00:00:00|CH3442163113092438697|inactive
ACT-20395|VD-0479|2016-12-27 00:00:00|CH8082786575666372161|active
ACT-43917|VD-0448|2016-11-15 00:00:00|CH0811327053156074451|active
ACT-55196|VD-0080|2016-12-12 00:00:00|CH3242407347813938624|active
ACT-20583|VD-0496|2016-06-14 00:00:00|CH3782082051723871582|inactive
ACT-36063|VD-0140|2016-02-23 00:00:00|CH1770345083310704301|inactive
ACT-75362|VD-0354|2016-01-25 00:00:00|CH8087001744626983476|active
ACT-47116|VD-0342|2012-10-26 00:00:00|CH5813625211209991106|inactive
ACT-69933|VD-0252|2016-12-27 00:00:00|CH9818191396226139969|inactive
ACT-49677|VD-0419|2015-07-14 00:00:00|CH2504425153642809735|inactive
ACT-92789|VD-0397|2016-05-03 00:00:00|CH2916831165020066166|active
ACT-96043|VD-0218|2013-02-12 00:00:00|CH2090738064307671038|inactive
ACT-30813|VD-0263|2015-03-12 00:00:00|CH8566637618109885802|inactive
ACT-87991|VD-0255|2016-12-23 00:00:00|CH7231197137136902344|active
ACT-11355|VD-0362|2016-12-09 00:00:00|CH4938231964047796264|inactive
ACT-24236|VD-0372|2013-12-02 00:00:00|CH7575007998968589770|inactive
ACT-71635|VD-0061|2015-08-24 00:00:00|CH3089685844919098852|inactive
ACT-50324|VD-0221|2014-11-20 00:00:00|CH5670335667071576139|active
ACT-60755|VD-0210|2016-09-05 00:00:00|CH2794694886128824999|active
ACT-47917|VD-0003|2009-09-28 00:00:00|CH1482895394425977498|inactive
ACT-54773|VD-0154|2016-01-11 00:00:00|CH2862232621093657328|inactive
ACT-15651|VD-0405|2014-10-13 00:00:00|CH2189347812583185244|inactive
ACT-26189|VD-0008|2016-10-26 00:00:00|CH2074431276320705545|inactive
ACT-76861|VD-0369|2015-04-22 00:00:00|CH8643162841129664991|inactive
ACT-65393|VD-0342|2005-09-19 00:00:00|CH6349234854731941756|inactive
ACT-47406|VD-0079|2014-06-03 00:00:00|CH9585159963213088544|inactive
ACT-57964|VD-0462|2016-12-23 00:00:00|CH3498941471911282773|active
ACT-53665|VD-0584|2014-02-10 00:00:00|CH3030728491117342533|inactive
ACT-54917|VD-0191|2013-09-16 00:00:00|CH1665465393894317216|inactive
ACT-17449|VD-0180|2014-09-11 00:00:00|CH5852932096851853974|active
ACT-17854|VD-0037|2015-06-26 00:00:00|CH3721619189124790379|inactive
ACT-87815|VD-0323|2016-01-07 00:00:00|CH2253016122490418420|inactive
ACT-37980|VD-0403|2016-11-11 00:00:00|CH0355365390564242090|inactive
ACT-54771|VD-0007|2010-09-06 00:00:00|CH2707966686476917769|inactive
ACT-90260|VD-0392|2013-06-14 00:00:00|CH1623181393449090114|active
ACT-28224|VD-0284|2015-03-26 00:00:00|CH9456536283834456543|inactive
ACT-79787|VD-0470|2015-05-28 00:00:00|CH3877573170086080221|inactive
ACT-15876|VD-0161|2007-11-05 00:00:00|CH4469027916105701144|inactive
ACT-54754|VD-0500|2011-03-28 00:00:00|CH7925102697488598558|inactive
ACT-74974|VD-0551|2007-11-07 00:00:00|CH1402914576709686059|inactive
ACT-50251|VD-0158|2009-02-04 00:00:00|CH4288128749151771976|inactive
ACT-21417|VD-0350|2016-10-27 00:00:00|CH1555697947585416065|inactive
ACT-82051|VD-0170|2013-02-08 00:00:00|CH3566558325572845433|inactive
ACT-68384|VD-0034|2016-12-23 00:00:00|CH0943038612592745559|active
ACT-97634|VD-0093|2016-03-07 00:00:00|CH4842580949422967208|active
ACT-61263|VD-0296|2011-03-17 00:00:00|CH1590634647388236831|inactive
ACT-79587|VD-0196|2014-11-19 00:00:00|CH3439857980399896664|inactive
ACT-51110|VD-0410|2011-01-24 00:00:00|CH2034356443078512131|inactive
ACT-61385|VD-0227|2016-04-12 00:00:00|CH6346863449886837867|inactive
ACT-65359|VD-0190|2016-12-16 00:00:00|CH5113151626971030133|active
ACT-55546|VD-0121|2016-08-17 00:00:00|CH9857488439902042055|active
ACT-60437|VD-0457|2013-06-20 00:00:00|CH3399774132684761256|inactive
ACT-34736|VD-0237|2016-10-06 00:00:00|CH3205482769426512339|inactive
ACT-63905|VD-0262|2013-09-03 00:00:00|CH4970282638514666201|inactive
ACT-31791|VD-0208|2015-12-01 00:00:00|CH4536792882253937098|inactive
ACT-37206|VD-0403|2015-04-08 00:00:00|CH8108808525755449330|inactive
ACT-22369|VD-0101|2016-03-22 00:00:00|CH9406142899865775066|active
ACT-99280|VD-0085|2014-08-14 00:00:00|CH4647236843429821279|active
ACT-48434|VD-0528|2016-04-04 00:00:00|CH2770006706147716900|inactive
ACT-72262|VD-0407|2014-09-30 00:00:00|CH2031663318054020403|inactive
ACT-75278|VD-0179|2016-05-10 00:00:00|CH9627522799890054851|active
ACT-92609|VD-0262|2016-11-18 00:00:00|CH7766627585693994020|active
ACT-20811|VD-0407|2013-02-08 00:00:00|CH5148858993708452267|inactive
ACT-95833|VD-0195|2014-10-31 00:00:00|CH0357610621885742849|inactive
ACT-37229|VD-0308|2015-04-16 00:00:00|CH2292617945528204638|inactive
ACT-23833|VD-0287|2015-04-08 00:00:00|CH1611361626868976450|inactive
ACT-51378|VD-0079|2016-12-23 00:00:00|CH3983856380858152938|inactive
ACT-94456|VD-0471|2016-06-17 00:00:00|CH2824094796079002609|active
ACT-44949|VD-0452|2015-08-27 00:00:00|CH7998832670087164573|inactive
ACT-17973|VD-0407|2015-08-04 00:00:00|CH8794326914991901486|inactive
ACT-10922|VD-0140|2002-12-27 00:00:00|CH2882454331865673435|inactive
ACT-51328|VD-0302|2014-06-23 00:00:00|CH9471582010448698312|inactive
ACT-81071|VD-0006|2014-02-14 00:00:00|CH7910297712143225808|inactive
ACT-79461|VD-0157|2010-10-04 00:00:00|CH7960899044373894974|inactive
ACT-89856|VD-0393|2013-12-05 00:00:00|CH9496164609971719005|inactive
ACT-11034|VD-0516|2011-03-22 00:00:00|CH9550700497041359716|active
ACT-40241|VD-0235|2003-01-29 00:00:00|CH5926218328046073577|inactive
ACT-90796|VD-0322|2016-12-21 00:00:00|CH8425578105116564391|inactive
ACT-53874|VD-0301|2007-03-05 00:00:00|CH8720728238983231438|active
ACT-59933|VD-0528|2016-12-27 00:00:00|CH7247407342222854284|inactive
ACT-12026|VD-0132|2014-01-30 00:00:00|CH4265527141433018831|inactive
ACT-29662|VD-0491|2016-02-25 00:00:00|CH5164495870456424908|active
ACT-15053|VD-0410|2012-08-10 00:00:00|CH6969087703826357027|inactive
ACT-96059|VD-0494|2015-04-20 00:00:00|CH0993052295242379590|inactive
ACT-83368|VD-0424|2015-04-24 00:00:00|CH6750630824622767983|active
ACT-55290|VD-0548|2016-09-19 00:00:00|CH4927008902802724642|inactive
ACT-82601|VD-0341|2015-09-02 00:00:00|CH2435373042654254136|inactive
ACT-23427|VD-0262|2016-05-19 00:00:00|CH1716415591446602650|inactive
ACT-82973|VD-0287|2014-09-09 00:00:00|CH9118860906526657579|inactive
ACT-17889|VD-0249|2015-09-17 00:00:00|CH5929144184494560471|inactive
ACT-15018|VD-0053|2016-12-05 00:00:00|CH9715608078224599036|active
ACT-47316|VD-0361|2015-07-17 00:00:00|CH5043477737512464507|inactive
ACT-16543|VD-0578|2016-12-02 00:00:00|CH9370153539663198909|active
ACT-32064|VD-0052|2016-12-16 00:00:00|CH8626099287489609734|inactive
ACT-96405|VD-0447|2013-01-14 00:00:00|CH8625516683957114980|inactive
ACT-13026|VD-0472|2016-12-30 00:00:00|CH1546965539512566062|active
ACT-22978|VD-0375|2014-03-04 00:00:00|CH3663423223092233281|inactive
ACT-66031|VD-0520|2015-09-07 00:00:00|CH6463037333552272486|inactive
ACT-59885|VD-0073|2016-12-19 00:00:00|CH5789335208582396461|active
ACT-50489|VD-0041|2009-06-02 00:00:00|CH1075284151518041761|inactive
ACT-79604|VD-0400|2016-09-27 00:00:00|CH6001952589544230228|inactive
ACT-56661|VD-0447|2016-06-02 00:00:00|CH7791712724998811172|inactive
ACT-51933|VD-0276|2015-07-16 00:00:00|CH1649087424652241436|inactive
ACT-92686|VD-0195|2016-07-19 00:00:00|CH2004826331029539441|active
ACT-31541|VD-0480|2014-12-30 00:00:00|CH3082920384079199942|inactive
ACT-16355|VD-0540|2014-11-28 00:00:00|CH3528493743939527706|active
ACT-33087|VD-0431|2014-11-11 00:00:00|CH7236157498470584940|active
ACT-61112|VD-0007|2014-01-03 00:00:00|CH8816319762058992141|inactive
ACT-67912|VD-0567|2010-12-24 00:00:00|CH4774692249445974538|inactive
ACT-45367|VD-0002|2009-02-25 00:00:00|CH5986883262206330140|active
ACT-99490|VD-0342|2015-07-30 00:00:00|CH1501646469411808849|inactive
ACT-44827|VD-0002|2012-07-13 00:00:00|CH2308243462137436924|inactive
ACT-40503|VD-0248|2016-10-28 00:00:00|CH4815859176649895086|inactive
ACT-19172|VD-0438|2009-05-22 00:00:00|CH5434601002120389648|inactive
ACT-45004|VD-0280|2012-06-04 00:00:00|CH8178434287046145437|inactive
ACT-93460|VD-0480|2005-05-09 00:00:00|CH7784569099428167159|inactive
ACT-93665|VD-0055|2011-03-28 00:00:00|CH8957585762925530067|active
ACT-31544|VD-0228|2016-12-23 00:00:00|CH9729278762509278114|active
ACT-26543|VD-0410|2016-08-17 00:00:00|CH3565565295426810320|active
ACT-55327|VD-0151|2016-10-04 00:00:00|CH1469361937676429651|inactive
ACT-40680|VD-0481|2013-04-15 00:00:00|CH6525629259966702389|active
ACT-25897|VD-0210|2010-05-10 00:00:00|CH6885602759058777274|inactive
ACT-38217|VD-0403|2016-12-05 00:00:00|CH2378001640096192609|active
ACT-16703|VD-0256|2007-01-11 00:00:00|CH8297996848534547583|inactive
ACT-55298|VD-0354|2015-03-30 00:00:00|CH6861789761281492188|inactive
ACT-70969|VD-0535|2014-12-08 00:00:00|CH4462543298551643695|inactive
ACT-34268|VD-0492|2012-12-19 00:00:00|CH8014407436236666587|inactive
ACT-15690|VD-0438|2014-07-24 00:00:00|CH6901313256870524496|inactive
ACT-68330|VD-0145|2015-11-30 00:00:00|CH4544777104275327608|inactive
ACT-27325|VD-0275|2008-11-27 00:00:00|CH5980038773039593662|active
ACT-15184|VD-0263|2013-07-10 00:00:00|CH1635002059205073594|inactive
ACT-94050|VD-0181|2016-10-05 00:00:00|CH1755936241705589258|inactive
ACT-61634|VD-0006|2016-11-28 00:00:00|CH5073148333618565656|active
ACT-99295|VD-0126|2016-12-06 00:00:00|CH1650907021020920633|inactive
ACT-42720|VD-0386|2016-12-30 00:00:00|CH4906229132419350448|inactive
ACT-86302|VD-0309|2013-05-06 00:00:00|CH7667368540899119338|active
ACT-50857|VD-0191|2016-06-15 00:00:00|CH1817045836499308589|active
ACT-40227|VD-0470|2015-10-05 00:00:00|CH6821586646323899667|inactive
ACT-37238|VD-0282|2016-04-14 00:00:00|CH7857608429912976803|inactive
ACT-98966|VD-0504|2014-08-20 00:00:00|CH4259027788130726356|inactive
ACT-40014|VD-0473|2012-08-13 00:00:00|CH0294458773031050832|inactive
ACT-10151|VD-0364|2014-09-12 00:00:00|CH5184718379634700905|inactive
ACT-68447|VD-0357|2012-06-28 00:00:00|CH1718566517944391147|inactive
ACT-68045|VD-0471|2007-03-13 00:00:00|CH4440106107667159774|inactive
ACT-97762|VD-0563|2015-07-10 00:00:00|CH9462870981791570650|inactive
ACT-67579|VD-0225|2014-08-25 00:00:00|CH5092820082055175278|inactive
ACT-71256|VD-0493|2015-12-01 00:00:00|CH2473244505579110038|active
ACT-15638|VD-0363|2014-04-15 00:00:00|CH5835695329509978772|inactive
ACT-86985|VD-0365|2012-03-28 00:00:00|CH2620296658135102023|inactive
ACT-58674|VD-0511|2015-01-26 00:00:00|CH2908656433267282498|inactive
ACT-45499|VD-0305|2014-11-04 00:00:00|CH8793126770417927560|inactive
ACT-12142|VD-0469|2015-07-13 00:00:00|CH2983372577500733089|inactive
ACT-49340|VD-0534|2005-03-31 00:00:00|CH9876081408362558110|active
ACT-74722|VD-0081|2006-07-03 00:00:00|CH1731451854209513242|inactive
ACT-46760|VD-0238|2016-07-26 00:00:00|CH5552206342163912665|inactive
ACT-85552|VD-0400|2016-10-20 00:00:00|CH6211320168284571057|active
ACT-54255|VD-0306|2012-09-18 00:00:00|CH6893049617284682428|active
ACT-72821|VD-0289|2015-08-31 00:00:00|CH8086291084410741213|inactive
ACT-19142|VD-0451|2013-04-23 00:00:00|CH8817114306742594989|inactive
ACT-77833|VD-0087|2016-04-14 00:00:00|CH6735071032880650312|inactive
ACT-24383|VD-0007|2008-04-21 00:00:00|CH2573753239754234583|inactive
ACT-98125|VD-0210|2012-06-05 00:00:00|CH0703203534141712555|inactive
ACT-97627|VD-0314|2012-10-22 00:00:00|CH6953603484286873602|inactive
ACT-41228|VD-0566|2006-11-16 00:00:00|CH7643276875322115530|inactive
ACT-67499|VD-0386|2016-12-23 00:00:00|CH1665131313485115946|inactive
ACT-48625|VD-0544|2016-08-18 00:00:00|CH5505740729812230003|inactive
ACT-57875|VD-0336|2010-08-09 00:00:00|CH9153107861642774405|inactive
ACT-77624|VD-0066|2016-06-13 00:00:00|CH1461768714772868902|active
ACT-69779|VD-0015|2013-07-08 00:00:00|CH8075658468477970199|inactive
ACT-53948|VD-0041|2012-05-24 00:00:00|CH0896951250323750869|inactive
ACT-65728|VD-0034|2016-12-22 00:00:00|CH0979475856130876035|inactive
ACT-60321|VD-0087|2016-08-03 00:00:00|CH7886137906532190803|inactive
ACT-95037|VD-0304|2015-02-26 00:00:00|CH3476720576781383799|inactive
ACT-65441|VD-0020|2013-11-18 00:00:00|CH0325439184353848215|inactive
ACT-67646|VD-0564|2016-08-30 00:00:00|CH8234482488663188727|inactive
ACT-17693|VD-0232|2016-11-02 00:00:00|CH0478346923679041795|inactive
ACT-95726|VD-0120|2014-03-11 00:00:00|CH3061963907498411463|active
ACT-99294|VD-0005|2007-05-16 00:00:00|CH8071416196891370128|active
ACT-93806|VD-0216|2016-06-30 00:00:00|CH3013466964335254599|active
ACT-70120|VD-0078|2015-07-02 00:00:00|CH2134865072933570961|inactive
ACT-66758|VD-0108|2007-11-14 00:00:00|CH2118079362923480238|inactive
ACT-29445|VD-0176|2015-09-28 00:00:00|CH3685732128031134321|active
ACT-38160|VD-0347|2016-12-29 00:00:00|CH6876765264877449190|active
ACT-15792|VD-0278|2014-09-02 00:00:00|CH8790139320414618640|inactive
ACT-27964|VD-0578|2016-04-28 00:00:00|CH1431109099923461419|inactive
ACT-69269|VD-0537|2005-10-26 00:00:00|CH0706082444733515814|inactive
ACT-87078|VD-0133|2012-03-14 00:00:00|CH2402188871360716431|inactive
ACT-45771|VD-0126|2011-03-28 00:00:00|CH6356703022786579395|inactive
ACT-75872|VD-0554|2014-11-12 00:00:00|CH8468190935522344018|inactive
ACT-87935|VD-0117|2016-11-04 00:00:00|CH6591086656718083156|active
ACT-95721|VD-0499|2016-11-18 00:00:00|CH7788531831298093084|inactive
ACT-76932|VD-0305|2016-09-20 00:00:00|CH4309763110606648347|active
ACT-64240|VD-0543|2016-12-28 00:00:00|CH9501392071804009685|inactive
ACT-55353|VD-0335|2010-07-05 00:00:00|CH5684226169835206335|inactive
ACT-88619|VD-0239|2009-09-22 00:00:00|CH4854686991255304364|inactive
ACT-48493|VD-0223|2016-04-28 00:00:00|CH2826321642996820299|inactive
ACT-11109|VD-0178|2012-01-03 00:00:00|CH0489362709950380347|inactive
ACT-93332|VD-0078|2014-09-03 00:00:00|CH9124776938572518141|active
ACT-61435|VD-0141|2013-01-23 00:00:00|CH6040350716936780372|active
ACT-41582|VD-0363|2015-08-06 00:00:00|CH9798653751323697767|inactive
ACT-18401|VD-0559|2012-10-12 00:00:00|CH0808435841975739924|inactive
ACT-77281|VD-0585|2016-11-23 00:00:00|CH5331058502318833724|active
ACT-95925|VD-0563|2014-09-24 00:00:00|CH4937472275514630467|inactive
ACT-45317|VD-0561|2016-07-01 00:00:00|CH7336912097068587568|active
ACT-34539|VD-0145|2011-04-11 00:00:00|CH5597031465200174972|inactive
ACT-66927|VD-0086|2015-03-24 00:00:00|CH6353692156986999834|inactive
ACT-23781|VD-0546|2016-05-13 00:00:00|CH5928451111017017618|active
ACT-86906|VD-0172|2011-09-05 00:00:00|CH4827927844570438723|active
ACT-40811|VD-0425|2011-10-19 00:00:00|CH0930274927681545758|inactive
ACT-78148|VD-0519|2016-12-16 00:00:00|CH0886297116738364926|inactive
ACT-95301|VD-0493|2014-10-09 00:00:00|CH6630228506462098943|inactive
ACT-28721|VD-0399|2014-10-30 00:00:00|CH8101333774549284833|inactive
ACT-55011|VD-0143|2014-08-26 00:00:00|CH1720228019821195895|inactive
ACT-10040|VD-0366|2016-07-06 00:00:00|CH6067246472234989020|active
ACT-11788|VD-0322|2016-12-19 00:00:00|CH5411481865435486100|active
ACT-10530|VD-0082|2015-03-30 00:00:00|CH2235692145477721104|inactive
ACT-40580|VD-0419|2016-12-27 00:00:00|CH2399388807059553113|inactive
ACT-69183|VD-0048|2016-02-19 00:00:00|CH0242442211118847410|inactive
ACT-13747|VD-0378|2015-06-02 00:00:00|CH2975063026213565765|active
ACT-96285|VD-0420|2012-04-30 00:00:00|CH3885489799122169082|inactive
ACT-42224|VD-0453|2016-12-09 00:00:00|CH8816186306478349466|active
ACT-49194|VD-0322|2014-11-04 00:00:00|CH2740518253085533283|inactive
ACT-89087|VD-0226|2011-12-20 00:00:00|CH5489061142503224569|inactive
ACT-45500|VD-0199|2014-11-21 00:00:00|CH8135498179197453003|inactive
ACT-65296|VD-0345|2015-02-16 00:00:00|CH3548390449722646557|inactive
ACT-44317|VD-0400|2016-09-06 00:00:00|CH3631197938884913083|inactive
ACT-40967|VD-0461|2016-08-23 00:00:00|CH8825586852296223261|inactive
ACT-20925|VD-0573|2004-11-29 00:00:00|CH6353846276666583183|active
ACT-51175|VD-0353|2012-04-23 00:00:00|CH5429923537639554291|inactive
ACT-31073|VD-0389|2014-03-21 00:00:00|CH0312876745492310005|inactive
ACT-79200|VD-0341|2016-11-15 00:00:00|CH6555624999189105893|active
ACT-22972|VD-0186|2014-12-23 00:00:00|CH7890480313220718196|inactive
ACT-51781|VD-0110|2015-06-29 00:00:00|CH1544926446511857635|inactive
ACT-51245|VD-0232|2016-01-04 00:00:00|CH9732594523893117347|inactive
ACT-87944|VD-0362|2016-01-11 00:00:00|CH5051790592334310890|inactive
ACT-10945|VD-0287|2016-02-08 00:00:00|CH1727756213058601352|active
ACT-89877|VD-0391|2014-01-06 00:00:00|CH6527078168161980591|inactive
ACT-45708|VD-0450|2012-01-25 00:00:00|CH7138903404212986373|inactive
ACT-51444|VD-0079|2016-10-25 00:00:00|CH1037311514463910375|inactive
ACT-92422|VD-0537|2009-06-25 00:00:00|CH0922835316619731412|inactive
ACT-45144|VD-0194|2013-12-16 00:00:00|CH8310586873234427522|active
ACT-84636|VD-0130|2013-03-07 00:00:00|CH4862849944349672244|inactive
ACT-73878|VD-0103|2016-06-30 00:00:00|CH1775348687451541455|inactive
ACT-47269|VD-0089|2013-07-29 00:00:00|CH0376365546514905230|inactive
ACT-16185|VD-0468|2005-05-26 00:00:00|CH5039273613575110548|inactive
ACT-87023|VD-0276|2016-05-04 00:00:00|CH2982630658920842037|inactive
ACT-45183|VD-0158|2010-03-12 00:00:00|CH9229726341654819103|inactive
ACT-94304|VD-0473|2016-12-19 00:00:00|CH1843640612996083104|active
ACT-99615|VD-0158|2015-06-04 00:00:00|CH9861151723186172579|active
ACT-57553|VD-0508|2014-07-10 00:00:00|CH3954132204655134590|active
ACT-60973|VD-0014|2016-02-22 00:00:00|CH2518840076314496122|inactive
ACT-11125|VD-0193|2016-08-23 00:00:00|CH1171652948197475057|inactive
ACT-17203|VD-0294|2015-11-20 00:00:00|CH4426291084513691825|inactive
ACT-68021|VD-0395|2016-08-30 00:00:00|CH1175839404468300263|active
ACT-52094|VD-0189|2016-11-30 00:00:00|CH8084797126320025007|inactive
ACT-13076|VD-0253|2013-08-30 00:00:00|CH8569353608430363666|inactive
ACT-54910|VD-0020|2015-02-16 00:00:00|CH5131027727601310478|inactive
ACT-50360|VD-0580|2012-06-11 00:00:00|CH9059378962100886748|active
ACT-82390|VD-0293|2007-04-10 00:00:00|CH1074614255460088520|active
ACT-50244|VD-0085|2012-03-15 00:00:00|CH7891782683708760036|inactive
ACT-36627|VD-0447|2011-07-05 00:00:00|CH1296139981054146410|inactive
ACT-12690|VD-0417|2016-09-29 00:00:00|CH7523499090275303007|active
ACT-15831|VD-0016|2006-05-08 00:00:00|CH8619000206937310098|active
ACT-59698|VD-0545|2013-02-18 00:00:00|CH3662109453683414593|active
ACT-58901|VD-0467|2016-04-01 00:00:00|CH7001351083084537363|inactive
ACT-38700|VD-0203|2016-12-20 00:00:00|CH4954600908327374417|inactive
ACT-71295|VD-0379|2015-10-19 00:00:00|CH2877506220346092976|active
ACT-20355|VD-0074|2014-10-08 00:00:00|CH2366450820378614999|inactive
ACT-94467|VD-0042|2011-01-21 00:00:00|CH3011588182711931900|inactive
ACT-64171|VD-0543|2014-02-07 00:00:00|CH4184959505176782671|inactive
ACT-49452|VD-0395|2015-09-23 00:00:00|CH6304429016563421628|inactive
ACT-65864|VD-0063|2016-05-12 00:00:00|CH5943566947042947729|inactive
ACT-69035|VD-0562|2014-08-25 00:00:00|CH0670719948192699927|inactive
